constituent_id,name,birthdate,status,days_in_status,spouse_name,spouse_birthdate,fundraiser_id,capacity_rating,city,state,class_year
236,Prof. Donna Myers,1953-09-02,Identification,98,,,3,$50K-$99K,Denver,CO,
237,Diane K. Myers,1964-07-14,Identification,87,,,3,$500K-$999K,Hong Kong,HK,
238,Cynthia Ross Jr.,1977-09-24,Identification,161,,,3,$250K-$499K,Dallas,TX,2008
239,Mr. Deborah Harrington II,1947-07-02,Disqualified,233,,,3,$50K-$99K,Minneapolis,MN,1978
240,Michelle L. Wood,1980-10-27,Qualification,352,Prof. Cheryl Cox Jr.,1944-12-11,3,$100K-$249K,Detroit,MI,1973
241,Joyce H. Nguyen,1982-06-11,Cultivation,459,Prof. Laura Gray II,1970-09-27,3,$250K-$499K,Denver,CO,2003
242,Ms. David Adams Sr.,1947-07-09,Identification,145,Prof. Michael Holloway Jr.,1972-09-15,3,$250K-$499K,Richmond,VA,1980
243,Mr. Joshua Sutton II,1974-01-21,Stewardship,194,Ms. Jason Stewart,1953-09-27,3,$50K-$99K,London,UK,2009
244,Mrs. Michael L. Jones,1944-01-06,Solicitation,158,,,3,$100K-$249K,Los Angeles,CA,1998
245,Adam N. Sanders,1974-01-21,Solicitation,398,Mr. Harriet C. Rivera II,1946-05-26,3,$500K-$999K,Indianapolis,IN,2000
246,Dr. Jean H. Moore Sr.,1974-05-21,Identification,43,Prof. Maria Johnson II,1975-03-04,3,$250K-$499K,Richmond,VA,1998
247,Jason T. Jackson,1951-04-20,Cultivation,348,Ms. Ashley B. Aldridge II,1969-11-18,3,$100K-$249K,Houston,TX,2004
248,Janet H. Gonzalez,1979-02-07,Identification,88,,,3,$50K-$99K,Dubai,UAE,1983
249,Benjamin Perez,1960-04-26,Cultivation,316,Stephen Moore Jr.,1970-08-15,3,$50K-$99K,Dubai,UAE,1981
250,Mrs. Prescott C. Whitfield,1941-09-21,Cultivation,121,,,3,$50K-$99K,Houston,TX,
251,Eric Kim III,1981-03-12,Cultivation,491,,,3,$250K-$499K,Miami,FL,1999
252,Mr. Julie A. Alvarez,1979-11-06,Solicitation,293,,,3,$50K-$99K,Hartford,CT,1972
253,Janet S. Robinson,1956-06-08,Qualification,35,,,3,$500K-$999K,Seattle,WA,1995
254,Dr. David Adams,1985-09-21,Stewardship,620,,,3,$100K-$249K,Providence,RI,
255,Catherine Zhang,1973-05-13,Qualification,128,Joyce M. Cooper III,1978-01-17,3,$100K-$249K,Minneapolis,MN,
256,Ms. Kenneth M. James,1982-04-14,Cultivation,428,,,4,$50K-$99K,London,UK,1992
257,Jennifer E. Watson,1948-11-17,Cultivation,130,Mrs. Joseph F. Kelly Sr.,1978-10-21,4,$100K-$249K,Dubai,UAE,2008
258,Frances P. Wood,1977-03-20,Solicitation,367,Anna L. Abubakar III,1978-10-03,4,$250K-$499K,Houston,TX,1986
259,Kelly James,1951-08-20,Qualification,321,,,4,$50K-$99K,Toronto,Canada,1996
260,James Pemberton Sr.,1973-07-12,Cultivation,134,,,4,$50K-$99K,Providence,RI,1989
261,Mr. Jose S. Sutton,1945-05-20,Qualification,292,Shirley A. Watson II,1947-09-01,4,$250K-$499K,San Diego,CA,1975
262,Harriet W. Stewart Jr.,1979-05-22,Solicitation,233,Ms. Victoria Ward III,1951-06-18,4,$50K-$99K,St. Louis,MO,1978
263,Mr. Ryan F. Gonzalez,1972-07-26,Disqualified,187,,,4,$100K-$249K,Columbus,OH,
264,Dr. Betty Ortiz Sr.,1945-02-09,Cultivation,317,Christopher Jimenez Sr.,1965-10-21,4,$250K-$499K,San Francisco,CA,2007
265,Robert T. Torres,1942-10-17,Disqualified,278,,,4,$50K-$99K,Minneapolis,MN,2001
266,Mrs. Daniel Pemberton Sr.,1962-11-13,Qualification,221,,,4,$50K-$99K,Phoenix,AZ,1995
267,Harriet J. Lewis,1969-07-19,Identification,8,,,4,$250K-$499K,Houston,TX,1988
268,Mr. Jean Park II,1976-05-23,Cultivation,543,Barnard H. Ashworth Jr.,1969-11-15,4,$100K-$249K,London,UK,
269,Ms. Ryan Evans Jr.,1973-09-01,Stewardship,599,Ms. Emma L. Martinez II,1951-08-11,4,$100K-$249K,Detroit,MI,1998
270,Ms. Gary Chen,1953-04-07,Qualification,141,,,4,$500K-$999K,Dallas,TX,
271,Mary Kim,1970-06-20,Cultivation,412,,,4,$250K-$499K,Atlanta,GA,1998
272,Ms. Constance T. Kingsford Sr.,1970-09-02,Stewardship,1089,Jerry Pemberton,1969-02-23,4,$100K-$249K,London,UK,1982
273,Mr. Christine J. White II,1956-04-09,Solicitation,271,Catherine P. Clark Sr.,1984-06-12,4,$50K-$99K,Miami,FL,
274,Ms. Dorothy Kingsford,1975-07-28,Qualification,209,,,4,$50K-$99K,Washington,DC,2009
275,Mrs. Roger Green III,1959-05-18,Qualification,304,,,4,$250K-$499K,Minneapolis,MN,1968
276,Mr. Virginia King Jr.,1963-09-18,Solicitation,161,,,4,$50K-$99K,Detroit,MI,1988
277,Kevin Torres Jr.,1960-11-17,Qualification,263,,,4,$500K-$999K,Dallas,TX,1990
278,Mrs. Joshua Abubakar Jr.,1966-11-20,Stewardship,888,,,4,$100K-$249K,Nashville,TN,
279,Prof. Jonathan Turner,1968-06-24,Identification,157,Virginia F. Bancroft,1948-12-08,4,$50K-$99K,Charlotte,NC,2009
280,Mr. Thomas Ortiz II,1943-01-25,Solicitation,233,Nancy E. Hernandez Sr.,1959-04-08,4,$50K-$99K,Denver,CO,1990
281,Christine Gutierrez II,1957-09-15,Cultivation,228,Melissa Rogers Sr.,1973-11-21,4,$50K-$99K,Denver,CO,1984
282,Victoria K. Johnson,1973-03-12,Cultivation,383,,,4,$50K-$99K,Houston,TX,1962
283,Justin Langford,1975-06-07,Solicitation,240,Ruth F. Foster Sr.,1964-04-09,4,$100K-$249K,Providence,RI,2002
284,Jonathan C. White,1958-02-21,Qualification,247,Brenda Cooper,1960-01-05,4,$250K-$499K,Portland,OR,1996
285,Robert E. Johnson III,1953-06-14,Identification,86,Maria B. Nelson,1949-01-09,4,$1M+,Nashville,TN,1966
286,Dr. Margaret Foster,1964-08-08,Cultivation,124,,,4,$50K-$99K,Detroit,MI,2009
287,Prof. Samuel B. Worthington II,1973-02-09,Solicitation,276,,,4,$100K-$249K,Miami,FL,1974
288,Ms. Ruth F. Langford,1977-02-13,Cultivation,338,,,4,$50K-$99K,Miami,FL,1964
289,Mr. Angela C. Patel Jr.,1980-01-02,Cultivation,454,Mrs. Prescott Taylor III,1954-06-18,4,$250K-$499K,Seattle,WA,1984
290,Janet Allen,1971-12-15,Solicitation,316,Prof. Harrington Harris,1974-06-11,4,$100K-$249K,Dallas,TX,1979
291,Michelle J. Kim Jr.,1969-01-25,Stewardship,836,Mrs. John Campbell,1960-12-03,4,$100K-$249K,Hong Kong,HK,1996
292,Mrs. Larry L. Anderson,1973-11-03,Solicitation,52,,,4,$50K-$99K,Albany,NY,
293,Ms. Dorothy N. Alvarez III,1973-10-23,Qualification,316,Prof. Richard C. Johnson,1981-08-27,4,$500K-$999K,Dallas,TX,2002
294,Dr. Jonathan Whitfield,1959-02-07,Identification,139,,,4,$100K-$249K,Indianapolis,IN,2008
295,Ms. Clifton Thompson II,1975-07-24,Qualification,68,,,4,$100K-$249K,Dallas,TX,1998
296,Mrs. Brian Bailey Jr.,1982-03-18,Cultivation,704,,,4,$100K-$249K,Louisville,KY,1984
297,Adam Adams,1976-09-07,Stewardship,828,,,4,$100K-$249K,Austin,TX,2009
298,Dr. William Wood,1973-03-10,Qualification,17,,,4,$1M+,Richmond,VA,1976
299,Montgomery Watson,1946-01-15,Qualification,196,,,4,$50K-$99K,Portland,OR,1978
300,Prof. Betty Richardson,1944-12-11,Cultivation,584,Mrs. Harold Myers,1978-11-10,4,$100K-$249K,Charlotte,NC,1998
301,Henry Thomas,1981-10-01,Cultivation,481,Dr. Brandon Green II,1976-03-11,4,$250K-$499K,Baltimore,MD,1976
302,Betty K. Ashford Sr.,1949-03-11,Qualification,56,,,4,$250K-$499K,Columbus,OH,2009
303,Kimberly Morgan II,1952-08-13,Identification,173,Ms. Ellsworth Harrington II,1955-04-03,4,$100K-$249K,Houston,TX,1989
304,Jose G. Adams Jr.,1978-11-01,Cultivation,402,Mrs. Carolyn Kingsford III,1979-03-15,4,$500K-$999K,Houston,TX,1976
305,Dr. Jacob Abubakar,1958-01-11,Qualification,70,Prof. Virginia L. Clark II,1953-04-18,4,$100K-$249K,Houston,TX,1978
306,Dr. Jack Alvarez II,1942-05-06,Cultivation,151,,,4,$100K-$249K,Seattle,WA,2006
307,Prof. Alexander Williams,1981-07-08,Cultivation,479,Dorothy Cooper II,1945-03-07,4,$50K-$99K,New York,NY,1991
308,Brandon N. Worthington,1941-06-22,Cultivation,450,Helen T. Scott,1980-05-13,4,$250K-$499K,Chicago,IL,
309,Ms. Kenneth N. Alvarez,1945-12-13,Solicitation,296,,,4,$50K-$99K,Hong Kong,HK,
310,Mrs. Christina Mensah Jr.,1968-09-05,Cultivation,301,Mrs. Eugenia Kingsford,1948-05-23,4,$100K-$249K,Charlotte,NC,1995
311,Mrs. Katherine W. Jimenez,1951-06-27,Stewardship,358,,,4,$100K-$249K,Seattle,WA,1982
312,Prof. Kenneth Wilson,1951-01-25,Stewardship,606,Ms. Kathleen A. Rivera,1984-08-05,4,$100K-$249K,Indianapolis,IN,2000
313,Jean G. Lewis,1966-01-09,Cultivation,512,,,4,$100K-$249K,Minneapolis,MN,2004
314,Cheryl Beaumont III,1955-07-13,Disqualified,411,Dr. Heather Turner II,1973-11-23,4,$250K-$499K,Los Angeles,CA,1995
315,Ms. Roger Harrington,1975-07-17,Identification,168,,,4,$100K-$249K,Chicago,IL,
316,Prof. Zachary K. Bennett,1984-09-05,Qualification,251,,,4,$100K-$249K,Raleigh,NC,
317,Paul L. Cook,1951-08-19,Cultivation,296,Betty F. Foster,1945-02-23,4,$250K-$499K,Atlanta,GA,1985
318,Mrs. Jack Garcia,1961-10-28,Identification,175,,,4,$250K-$499K,London,UK,
319,Prof. Peter F. Thomas,1952-01-20,Qualification,143,Dr. Judith S. Kim,1978-08-08,4,$50K-$99K,San Francisco,CA,2004
320,Dr. Jacob Scott II,1953-01-06,Cultivation,241,,,4,$100K-$249K,Houston,TX,1984
321,Prof. Frank Miller,1966-03-06,Identification,179,,,4,$500K-$999K,Singapore,SG,2004
322,Eugenia B. Lopez,1960-06-13,Solicitation,64,Reginald S. Moore,1984-05-11,4,$100K-$249K,Hong Kong,HK,1995
323,Daniel K. Stewart Jr.,1956-09-19,Qualification,333,Kimberly Peterson II,1980-08-16,4,$50K-$99K,San Francisco,CA,
324,Dr. Donald D. Harrington,1979-07-14,Stewardship,153,,,4,$50K-$99K,Nashville,TN,1997
325,Prof. Karen T. Cox Jr.,1940-02-22,Solicitation,200,,,4,$50K-$99K,Dallas,TX,2008
326,Kyle Kingsford,1981-03-16,Cultivation,249,Prescott Gutierrez Sr.,1943-09-10,4,$1M+,Minneapolis,MN,2005
327,Frank E. Scott,1961-07-21,Cultivation,637,,,4,$100K-$249K,Miami,FL,
328,Prof. Benjamin Wright Sr.,1945-08-08,Cultivation,470,,,4,$100K-$249K,Atlanta,GA,1981
329,Dr. Rebecca Murphy II,1941-08-17,Qualification,92,Ms. Rachel Whitfield II,1959-06-05,4,$50K-$99K,Atlanta,GA,1968
330,Dr. Judith T. Anderson,1959-01-22,Solicitation,334,Mr. Debra B. Wilson II,1982-12-10,4,$500K-$999K,Washington,DC,1981
331,Prof. Cornelius R. Castillo,1957-03-06,Cultivation,370,Mr. Patricia Ward II,1946-04-18,4,$50K-$99K,Dallas,TX,1982
332,Mrs. Charles L. Kim III,1943-03-01,Qualification,255,,,4,$500K-$999K,Nashville,TN,
333,Mrs. Rosalind Myers III,1979-06-10,Identification,92,,,4,$100K-$249K,Houston,TX,
334,Clifton R. Gonzalez III,1959-11-21,Solicitation,393,Walter H. Jackson,1963-07-06,4,$250K-$499K,Sydney,Australia,2004
335,Dr. Thomas M. Morgan III,1950-05-25,Cultivation,446,,,4,$500K-$999K,Austin,TX,1970
336,Mr. Helen Phillips Sr.,1955-10-08,Cultivation,651,Mrs. Frances L. Clark Sr.,1967-10-26,4,$100K-$249K,Philadelphia,PA,2006
337,Ashley Gutierrez Jr.,1975-02-27,Qualification,241,,,4,$250K-$499K,Los Angeles,CA,1987
338,Dr. Betty E. Nguyen,1949-11-05,Identification,122,Justin R. Sanchez,1983-06-10,4,$50K-$99K,San Diego,CA,2005
339,Daniel Bennett II,1965-03-28,Cultivation,391,,,4,$500K-$999K,Louisville,KY,1997
340,Mark Beaumont,1955-07-23,Disqualified,316,,,4,$50K-$99K,Hong Kong,HK,1982
341,Mrs. Jean W. Roberts Jr.,1966-03-10,Solicitation,373,,,4,$100K-$249K,Louisville,KY,1962
342,Mrs. Nancy P. Beaumont III,1984-10-14,Identification,166,,,4,$50K-$99K,Albany,NY,1994
343,Mrs. Jose Watson III,1955-12-17,Cultivation,365,Whitfield Jones,1976-08-23,4,$250K-$499K,San Diego,CA,1999
344,Pamela C. Kelly,1955-08-21,Cultivation,169,,,5,$250K-$499K,Seattle,WA,1996
345,Robert T. Okafor III,1976-12-11,Solicitation,245,,,5,$50K-$99K,San Francisco,CA,1980
346,Prof. Sarah Brooks,1976-01-22,Qualification,163,,,5,$50K-$99K,Raleigh,NC,
347,Mr. Pamela J. Scott,1940-12-04,Cultivation,708,Mrs. Rosalind Alvarez III,1963-03-09,5,$50K-$99K,Houston,TX,1977
348,Mr. Donna Holloway,1971-07-25,Cultivation,482,Ms. Douglas Perez,1976-12-27,5,$250K-$499K,Chicago,IL,2003
349,Jean W. Robinson Sr.,1983-12-13,Qualification,256,Prof. Donna Morales,1958-08-13,5,$250K-$499K,San Francisco,CA,1995
350,Brenda J. Kingsford,1956-11-19,Solicitation,230,,,5,$50K-$99K,Sydney,Australia,2005
351,Raymond White Jr.,1975-01-22,Solicitation,34,,,5,$250K-$499K,Dubai,UAE,
352,Jeffrey Allen,1942-01-20,Identification,30,,,5,$50K-$99K,Philadelphia,PA,2000
353,Mr. Daniel Taylor Sr.,1982-11-19,Cultivation,279,,,5,$500K-$999K,Atlanta,GA,
354,Mr. Nathan Scott Sr.,1984-11-25,Solicitation,195,,,5,$50K-$99K,Hartford,CT,1966
355,Dr. Eric King,1968-02-16,Qualification,116,Melissa Wilson,1974-07-07,5,$50K-$99K,San Diego,CA,1968
356,Mr. Miriam Pemberton III,1941-08-05,Stewardship,61,Dr. Diane L. Okafor Sr.,1976-01-17,5,$250K-$499K,Philadelphia,PA,1993
357,Dr. Dennis Fairbanks III,1947-10-18,Cultivation,457,,,5,$100K-$249K,Los Angeles,CA,1981
358,Christopher Blackwell,1981-04-06,Cultivation,657,Dr. Dennis Hill Sr.,1946-11-23,5,$100K-$249K,Houston,TX,1967
359,Ms. Michael Chavez,1971-07-03,Stewardship,690,Cornelius Wentworth III,1941-01-11,5,$100K-$249K,Dallas,TX,2008
360,Kenneth Robinson,1942-12-05,Identification,132,,,5,$50K-$99K,Toronto,Canada,1992
361,Mrs. Patricia B. Okafor,1946-08-20,Stewardship,409,,,5,$100K-$249K,Phoenix,AZ,
362,Ms. Thomas Stewart Jr.,1983-07-11,Identification,37,,,5,$250K-$499K,Atlanta,GA,
363,Mrs. Debra J. Jackson Sr.,1950-12-12,Cultivation,656,,,5,$50K-$99K,Miami,FL,1977
364,George S. Hernandez,1940-03-03,Stewardship,641,,,5,$50K-$99K,Philadelphia,PA,1992
365,Amy Bennett,1978-03-23,Solicitation,285,,,5,$50K-$99K,Portland,OR,1967
366,Gary T. Gonzalez Jr.,1974-09-08,Cultivation,565,Ms. Stephen D. Langford,1983-08-16,5,$250K-$499K,Pittsburgh,PA,2004
367,Nicholas R. Garcia,1943-09-06,Stewardship,383,Dr. Harold Martinez,1968-10-19,5,$50K-$99K,St. Louis,MO,1974
368,Ryan P. Chen,1964-04-03,Solicitation,271,,,5,$500K-$999K,Charlotte,NC,1965
369,Paul G. Mendoza Jr.,1957-04-11,Stewardship,320,Dr. Clifton E. Anderson III,1969-07-06,5,$50K-$99K,Hartford,CT,1976
370,Ryan T. Cooper,1977-08-27,Stewardship,1007,,,5,$100K-$249K,Denver,CO,2008
371,Ms. Rosalind Mensah,1966-01-02,Cultivation,571,William N. Morgan,1968-08-08,5,$500K-$999K,Phoenix,AZ,1962
372,Prof. Amy Lopez,1970-11-10,Solicitation,112,Miriam Brown III,1969-03-28,5,$100K-$249K,Miami,FL,1973
373,Dr. Charles L. Howard,1958-07-25,Solicitation,168,,,5,$100K-$249K,Hartford,CT,2001
374,Joseph Mensah Jr.,1943-02-13,Cultivation,464,,,5,$250K-$499K,Houston,TX,1964
375,Timothy L. Walker II,1947-11-16,Cultivation,684,,,5,$50K-$99K,Hong Kong,HK,
376,Prof. Arthur Scott,1944-06-12,Solicitation,261,Arthur Thomas III,1985-09-22,5,$250K-$499K,Charlotte,NC,
377,Mr. Edward Rogers,1945-07-06,Stewardship,650,,,5,$100K-$249K,St. Louis,MO,
378,Kenneth Kelly,1958-07-22,Identification,145,,,5,$50K-$99K,Atlanta,GA,
379,Mr. Jennifer Robinson II,1981-06-14,Cultivation,682,Christine T. Whitmore II,1968-08-10,5,$100K-$249K,Boston,MA,1981
380,Prof. Richard K. Rogers,1979-03-23,Qualification,288,Prof. Brian Whitmore,1950-04-04,5,$50K-$99K,Providence,RI,1982
381,William Hall,1963-08-18,Cultivation,256,Helen A. Phillips III,1949-08-11,5,$100K-$249K,St. Louis,MO,2009
382,Prof. Miriam Kingsford III,1961-12-04,Cultivation,580,,,5,$100K-$249K,Nashville,TN,
383,Ms. Peter L. Davis,1977-09-08,Qualification,156,Ms. Jennifer R. Sanders,1972-07-07,5,$100K-$249K,Raleigh,NC,2000
384,Patrick A. Torres Jr.,1962-05-15,Cultivation,664,Mr. Laura Murphy Sr.,1968-05-06,5,$500K-$999K,St. Louis,MO,
385,Mr. Andrew S. Chen II,1961-02-19,Disqualified,401,Daniel J. Collins,1975-08-23,5,$100K-$249K,Indianapolis,IN,1970
386,Dr. Helen Hill III,1975-12-15,Qualification,128,,,5,$500K-$999K,Nashville,TN,1962
387,Prof. Henry H. Brown,1957-08-03,Qualification,320,Eugenia P. Chen,1980-11-16,5,$50K-$99K,Providence,RI,
388,Prof. Carol Jackson Jr.,1969-12-05,Solicitation,212,Mrs. Jessica P. Ruiz Jr.,1943-05-10,5,$100K-$249K,Singapore,SG,1966
389,Mrs. Whitfield L. Holloway,1957-11-23,Cultivation,461,,,5,$250K-$499K,Minneapolis,MN,1999
390,Harold F. Wilson,1949-09-08,Cultivation,282,,,5,$50K-$99K,Washington,DC,1997
391,Ashley C. Anderson,1941-08-12,Cultivation,409,,,5,$500K-$999K,Toronto,Canada,1970
392,Kevin Brown,1954-03-28,Solicitation,385,,,5,$500K-$999K,Toronto,Canada,1976
393,Mr. Lisa S. Ashworth Sr.,1942-04-04,Cultivation,123,,,5,$50K-$99K,Houston,TX,1994
394,Prof. Robert Ashford,1978-04-19,Cultivation,294,Mrs. Carolyn E. Aldridge,1977-06-12,5,$100K-$249K,Detroit,MI,1994
395,Mr. Eugenia Howard,1985-04-10,Solicitation,117,,,5,$100K-$249K,London,UK,
396,Jean F. Murphy,1951-06-13,Cultivation,524,,,5,$1M+,Philadelphia,PA,1976
397,Mr. Marie M. Ross,1975-12-02,Cultivation,174,Carl K. Rogers,1983-08-08,5,$250K-$499K,Austin,TX,1980
398,Patrick S. Sanders,1965-08-17,Disqualified,351,,,5,$100K-$249K,Los Angeles,CA,1969
399,Mrs. Thomas G. Baker,1978-07-04,Qualification,133,,,5,$100K-$249K,Dubai,UAE,
400,Janet N. Cooper II,1957-03-25,Solicitation,262,,,5,$50K-$99K,Dubai,UAE,1978
401,Dr. Karen A. Thompson Sr.,1978-11-11,Cultivation,246,Prof. Matthew Alvarez II,1971-08-07,5,$50K-$99K,Washington,DC,1993
402,Whitfield B. Morales,1964-08-11,Cultivation,475,,,5,$50K-$99K,Baltimore,MD,1964
403,Mrs. Cheryl K. Foster Sr.,1971-02-19,Identification,179,,,5,$100K-$249K,Raleigh,NC,1997
404,Mrs. Ann J. Peterson Sr.,1979-11-12,Solicitation,175,,,5,$100K-$249K,Providence,RI,1963
405,Dr. Rachel P. Hall Jr.,1966-06-02,Cultivation,340,Ms. Gary Chavez,1984-02-28,5,$50K-$99K,St. Louis,MO,1983
406,Clifton Collins,1941-12-16,Qualification,315,,,5,$100K-$249K,Chicago,IL,1982
407,Dorothy Clark Jr.,1971-09-26,Cultivation,437,Mrs. Scott P. Sanchez III,1980-02-27,5,$100K-$249K,Singapore,SG,
408,Cynthia Lopez,1977-06-09,Qualification,48,,,5,$50K-$99K,Raleigh,NC,1995
409,Prof. Ann Morales II,1960-04-14,Cultivation,501,,,5,$50K-$99K,Los Angeles,CA,1994
410,Deborah Ramirez III,1957-11-18,Cultivation,719,,,5,$250K-$499K,Minneapolis,MN,
411,Zachary E. Worthington,1967-07-11,Stewardship,191,,,5,$500K-$999K,San Francisco,CA,1988
412,Ms. Joyce E. Harris,1955-05-15,Qualification,262,Ruth B. Sanchez,1957-03-01,5,$50K-$99K,Denver,CO,1979
413,Jennifer C. Green,1944-07-12,Cultivation,182,,,5,$50K-$99K,Chicago,IL,2008
414,Mr. Marie Brooks II,1956-08-03,Stewardship,547,,,5,$50K-$99K,Singapore,SG,1982
415,Ms. Jose D. Thompson,1957-08-14,Cultivation,350,,,5,$100K-$249K,San Diego,CA,
416,Jean Scott,1963-08-23,Identification,101,Prof. Jennifer Okafor,1982-01-23,5,$100K-$249K,Atlanta,GA,
417,Margaret Walker III,1964-01-13,Cultivation,351,Prof. Betty Ashworth,1959-04-28,5,$50K-$99K,San Diego,CA,
418,Prof. Christopher Cooper III,1966-06-23,Stewardship,925,,,5,$100K-$249K,Indianapolis,IN,
